,cash,mv,nav
2006-05-05,563.3125389483398,1057701.67032761,1058264.9828665585
2006-05-08,563.3125389483398,1058707.6664646934,1059270.9790036418
2006-05-09,563.3125389483398,1058127.8133958587,1058691.1259348071
2006-05-10,2846.098113433847,1051828.8404932166,1054674.9386066506
2006-05-11,2846.098113433847,1035318.6310377355,1038164.7291511693
2006-05-12,3497.1716337928183,1020351.4936840321,1023848.6653178249
2006-05-15,3497.1716337928183,1014631.6367148411,1018128.8083486339
2006-05-16,3497.1716337928183,1012264.8437196951,1015762.0153534879
2006-05-17,3497.1716337928183,995430.0712652116,998927.2428990044
2006-05-18,3497.1716337928183,987948.1101328491,991445.2817666419
2006-05-19,3497.1716337928183,992593.3810793809,996090.5527131737
2006-05-22,3975.3816589249036,982877.8931261215,986853.2747850463
2006-05-23,3975.3816589249036,979719.7458037366,983695.1274626615
2006-05-24,3975.3816589249036,976908.2553355889,980883.6369945138
2006-05-25,3975.3816589249036,990603.462907373,994578.8445662978
2006-05-26,4791.096678229341,995904.4868456832,1000695.5835239126
2006-05-30,4791.096678229341,981093.7644258041,985884.8611040335
2006-05-31,-2577.759494866361,988462.6205988991,985884.8611040327
2006-06-01,-921.6851042250537,1000271.6400138556,999349.9549096306
2006-06-02,1349.58559946091,1000418.3233286833,1001767.9089281441
2006-06-05,1995.8699855369578,979146.8692987637,981142.7392843006
2006-06-06,1995.8699855369578,974306.974664596,976302.8446501329
2006-06-07,1995.8699855369578,967966.4225661479,969962.2925516848
2006-06-08,1995.8699855369578,964115.3263178818,966111.1963034187
2006-06-09,1995.8699855369578,961304.0828009197,963299.9527864566
2006-06-12,2957.026098279237,940973.1603636071,943930.1864618864
2006-06-13,2957.026098279237,926427.7899980947,929384.816096374
2006-06-14,2957.026098279237,931841.6312435725,934798.6573418517
2006-06-15,2957.026098279237,958176.8906331698,961133.9167314491
2006-06-16,2957.026098279237,952860.656432366,955817.6825306453
2006-06-19,2957.026098279237,942173.9334664899,945130.9595647692
2006-06-20,2957.026098279237,941260.4228016529,944217.4488999322
2006-06-21,2957.026098279237,954557.1946433436,957514.2207416228
2006-06-22,3481.3814680101195,949164.2945861168,952645.6760541269
2006-06-23,3481.3814680101195,951730.9460168637,955212.3274848738
2006-06-26,3481.3814680101195,955829.96282415,959311.3442921601
2006-06-27,9633.541805376728,937166.1368275359,946799.6786329127
2006-06-28,10750.177711744758,938978.0969625893,949728.2746743341
2006-06-29,10750.177711744758,963362.087750209,974112.2654619538
2006-06-30,1178.2324741212656,972934.0329878329,974112.2654619542
2006-07-03,1178.2324741212656,981255.231027681,982433.4635018023
2006-07-05,1178.2324741212656,969473.4664043279,970651.6988784492
2006-07-06,1178.2324741212656,969809.475381424,970987.7078555452
2006-07-07,1788.0404872929478,959151.626479517,960939.6669668099
2006-07-10,1788.0404872929478,956578.1680417435,958366.2085290364
2006-07-11,1788.0404872929478,962027.2302055681,963815.270692861
2006-07-12,1788.0404872929478,949955.4883808682,951743.5288681611
2006-07-13,1788.0404872929478,933106.1671771478,934894.2076644407
2006-07-14,1788.0404872929478,924764.5484773507,926552.5889646437
2006-07-17,1788.0404872929478,919500.5250759873,921288.5655632803
2006-07-18,4326.817547478085,917929.1128526336,922255.9304001117
2006-07-19,4326.817547478085,939402.5862671015,943729.4038145796
2006-07-20,4326.817547478085,923375.6695711932,927702.4871186713
2006-07-21,4326.817547478085,909606.1576376384,913932.9751851165
2006-07-24,4326.817547478085,928710.3196567295,933037.1372042076
2006-07-25,4326.817547478085,937369.4497717217,941696.2673191999
2006-07-26,4326.817547478085,937730.0303315917,942056.8478790699
2006-07-27,4326.817547478085,928394.7029717553,932721.5205192334
2006-07-28,8545.731029549139,937736.9139469886,946282.6449765378
2006-07-31,1915.0711485627733,944367.5738279771,946282.6449765399
2006-08-01,1915.0711485627733,938442.7901368319,940357.8612853948
2006-08-02,1915.0711485627733,946425.2050024832,948340.276151046
2006-08-03,1915.0711485627733,950015.0314437789,951930.1025923417
2006-08-04,1915.0711485627733,947875.8277892765,949790.8989378393
2006-08-07,1915.0711485627733,943449.3138097883,945364.3849583511
2006-08-08,1915.0711485627733,937879.9520899057,939795.0232384686
2006-08-09,1915.0711485627733,932789.6756860503,934704.7468346131
2006-08-10,1915.0711485627733,937545.1605029798,939460.2316515426
2006-08-11,2576.0787560357558,929662.7408211884,932238.8195772242
2006-08-14,2576.0787560357558,931424.3503312789,934000.4290873146
2006-08-15,2576.0787560357558,946872.5581432985,949448.6368993343
2006-08-16,2576.0787560357558,959496.0966339296,962072.1753899654
2006-08-17,2576.0787560357558,962190.3275980839,964766.4063541197
2006-08-18,2576.0787560357558,964917.9337170351,967494.0124730709
2006-08-21,2576.0787560357558,958579.03022828,961155.1089843158
2006-08-22,2576.0787560357558,960912.8157764706,963488.8945325064
2006-08-23,2576.0787560357558,955127.4961007051,957703.5748567409
2006-08-24,2576.0787560357558,956557.6185755538,959133.6973315895
2006-08-25,2576.0787560357558,957199.6578233403,959775.736579376
2006-08-28,2576.0787560357558,963590.8673932881,966166.9461493238
2006-08-29,4120.789883851929,967628.6721673108,971749.4620511627
2006-08-30,4120.789883851929,972447.9714549053,976568.7613387572
2006-08-31,3861.128437698638,972707.6329010599,976568.7613387585
2006-09-01,3861.128437698638,976126.1203268693,979987.2487645679
2006-09-05,4721.203206305896,978447.7484335775,983168.9516398833
2006-09-06,4721.203206305896,964972.3990098402,969693.6022161461
2006-09-07,4721.203206305896,959820.4296364478,964541.6328427537
2006-09-08,4721.203206305896,963329.016975803,968050.2201821088
2006-09-11,4721.203206305896,962473.7486256015,967194.9518319074
2006-09-12,4721.203206305896,976210.6174347465,980931.8206410523
2006-09-13,4721.203206305896,981555.8931321731,986277.096338479
2006-09-14,4721.203206305896,979687.6410749712,984408.844281277
2006-09-15,4721.203206305896,981203.5477114707,985924.7509177766
2006-09-18,5325.110752737935,981490.672611949,986815.783364687
2006-09-19,5325.110752737935,978319.1250704179,983644.2358231558
2006-09-20,5325.110752737935,984567.7290972575,989892.8398499954
2006-09-21,5325.110752737935,978867.0583422049,984192.1690949429
2006-09-22,5325.110752737935,974679.024149515,980004.1349022529
2006-09-25,5325.110752737935,983256.6322176034,988581.7429703414
2006-09-26,5325.110752737935,988081.3703882283,993406.4811409663
2006-09-27,5325.110752737935,989043.2782309091,994368.3889836471
2006-09-28,5325.110752737935,989766.1450998785,995091.2558526165
2006-09-29,5325.110752737935,986735.2114256538,992060.3221783917
2006-10-02,6463.143756377783,981103.8125828347,987566.9563392125
2006-10-03,6463.143756377783,979846.4104400539,986309.5541964317
2006-10-04,6463.143756377783,993355.0883810918,999818.2321374696
2006-10-05,6463.143756377783,999551.0303499344,1006014.1741063121
2006-10-06,8878.469234233475,993630.8113305488,1002509.2805647823
2006-10-09,8878.469234233475,996206.367015688,1005084.8362499215
2006-10-10,8878.469234233475,998821.7511030459,1007700.2203372794
2006-10-11,9254.153258779937,996456.1598553202,1005710.3131141001
2006-10-12,9254.153258779937,1008042.7469875296,1017296.9002463095
2006-10-13,9254.153258779937,1011799.3743266261,1021053.527585406
2006-10-16,9254.153258779937,1018577.202219253,1027831.355478033
2006-10-17,9254.153258779937,1013117.2108606764,1022371.3641194563
2006-10-18,9254.153258779937,1012232.2664588448,1021486.4197176247
2006-10-19,9254.153258779937,1013126.5855337915,1022380.7387925714
2006-10-20,9254.153258779937,1010246.4648780035,1019500.6181367834
2006-10-23,9986.351412310834,1014268.749171246,1024255.1005835568
2006-10-24,9986.351412310834,1014638.5435319163,1024624.8949442272
2006-10-25,10830.791810856848,1018367.4192274082,1029198.2110382651
2006-10-26,10830.791810856848,1025911.6437763955,1036742.4355872524
2006-10-27,14134.806429760047,1013434.9012077595,1027569.7076375196
2006-10-30,14134.806429760047,1016322.442826036,1030457.2492557961
2006-10-31,4010.919432364796,1026446.3298234281,1030457.2492557928
2006-11-01,5957.328293214457,1015716.9889856116,1021674.317278826
2006-11-02,5957.328293214457,1015137.7238292638,1021095.0521224783
2006-11-03,5957.328293214457,1014324.6881174119,1020282.0164106264
2006-11-06,6762.528285208792,1023820.8359029449,1030583.3641881536
2006-11-07,6265.607223341194,1026677.5793997986,1032943.1866231399
2006-11-08,6645.95382573755,1029931.8200431316,1036577.7738688692
2006-11-09,6645.95382573755,1024906.7422104992,1031552.6960362368
2006-11-10,7711.801233185384,1027897.6943077834,1035609.4955409687
2006-11-13,7711.801233185384,1030829.5802958462,1038541.3815290316
2006-11-14,7711.801233185384,1038433.8536105133,1046145.6548436986
2006-11-15,7711.801233185384,1042930.6663589411,1050642.4675921265
2006-11-16,8565.423845019404,1042528.4378449994,1051093.8616900188
2006-11-17,8565.423845019404,1041114.3420546303,1049679.7658996496
2006-11-20,12701.890587460737,1036590.7137397012,1049292.604327162
2006-11-21,12701.890587460737,1040014.3966950218,1052716.2872824825
2006-11-22,12701.890587460737,1045049.8579331676,1057751.7485206283
2006-11-24,12701.890587460737,1043795.0737915252,1056496.964378986
2006-11-27,12701.890587460737,1027485.2723649383,1040187.162952399
2006-11-28,12701.890587460737,1029722.8358158179,1042424.7264032786
2006-11-29,12701.890587460737,1039808.1988207365,1052510.0894081972
2006-11-30,7767.568967877388,1044742.5204403186,1052510.089408196
2006-12-01,11838.480548731832,1036580.1064203142,1048418.586969046
2006-12-04,13305.727023923275,1046753.3054128598,1060059.032436783
2006-12-05,13305.727023923275,1050203.4171825103,1063509.1442064336
2006-12-06,13305.727023923275,1049574.8519143143,1062880.5789382376
2006-12-07,13663.859108872955,1045669.8484631166,1059333.7075719896
2006-12-08,13663.859108872955,1045769.0689652826,1059432.9280741557
2006-12-11,13663.859108872955,1048258.8564344363,1061922.7155433092
2006-12-12,13663.859108872955,1043824.507854207,1057488.36696308
2006-12-13,13663.859108872955,1043077.8745367436,1056741.7336456166
2006-12-14,13663.859108872955,1049015.0149899186,1062678.8740987915
2006-12-15,13663.859108872955,1046659.2675772486,1060323.1266861216
2006-12-18,13663.859108872955,1040531.6364776561,1054195.4955865291
2006-12-19,13663.859108872955,1041140.07352662,1054803.932635493
2006-12-20,13663.859108872955,1042481.0166750278,1056144.8757839007
2006-12-21,13663.859108872955,1038624.9139798264,1052288.7730886994
2006-12-22,13663.859108872955,1035084.5912965564,1048748.4504054294
2006-12-26,13663.859108872955,1038674.8540254917,1052338.7131343647
2006-12-27,13663.859108872955,1045732.8316359813,1059396.6907448543
2006-12-28,13663.859108872955,1043932.4541309306,1057596.3132398035
2006-12-29,13663.859108872955,1039254.7807729401,1052918.6398818132
2007-01-03,15278.165906975073,1037169.0369052188,1052447.202812194
2007-01-04,17916.27322179113,1035739.940368757,1053656.2135905481
2007-01-05,17916.27322179113,1026519.0053849738,1044435.278606765
2007-01-08,18746.89655634779,1027027.8850690371,1045774.7816253849
2007-01-09,18746.89655634779,1027606.9459306187,1046353.8424869665
2007-01-10,20543.776754489594,1028923.5273563367,1049467.3041108262
2007-01-11,20543.776754489594,1036854.9535425141,1057398.7302970036
2007-01-12,20543.776754489594,1043168.4590108418,1063712.2357653314
2007-01-16,20543.776754489594,1044617.3541746747,1065161.1309291644
2007-01-17,20543.776754489594,1043084.5254369772,1063628.3021914668
2007-01-18,20543.776754489594,1036416.4285854916,1056960.2053399812
2007-01-19,20543.776754489594,1042231.2620723431,1062775.0388268328
2007-01-22,20543.776754489594,1037532.8176314323,1058076.594385922
2007-01-23,20543.776754489594,1044130.3626052866,1064674.1393597762
2007-01-24,20912.291182907866,1052317.925483591,1073230.2166664987
2007-01-25,20912.291182907866,1041355.7953423536,1062268.0865252614
2007-01-26,23861.109029624065,1037949.9295984724,1061811.0386280965
2007-01-29,24229.233918855927,1035208.805874588,1059438.0397934439
2007-01-30,23994.79071779198,1041295.3513591948,1065290.1420769868
2007-01-31,13836.068614084006,1051454.0734629007,1065290.1420769847
2007-02-01,15663.372092394113,1057311.3989939606,1072974.7710863547
2007-02-02,16656.560170294757,1058817.3434334884,1075473.903603783
2007-02-05,16656.560170294757,1058344.8622470857,1075001.4224173804
2007-02-06,16656.560170294757,1061169.1239188402,1077825.684089135
2007-02-07,16656.560170294757,1065125.0318052617,1081781.5919755565
2007-02-08,16656.560170294757,1065229.4780215896,1081886.0381918843
2007-02-09,16656.560170294757,1057602.1721246566,1074258.7322949513
2007-02-12,19169.02271568838,1051745.223923695,1070914.2466393835
2007-02-13,19169.02271568838,1060327.6990528873,1079496.7217685757
2007-02-14,19169.02271568838,1068911.0233362678,1088080.0460519562
2007-02-15,20109.537074997508,1071138.923429925,1091248.4605049226
2007-02-16,20109.537074997508,1072729.8388222125,1092839.37589721
2007-02-20,20109.537074997508,1078323.1751394214,1098432.712214419
2007-02-21,20109.537074997508,1078305.9261179348,1098415.4631929323
2007-02-22,20109.537074997508,1078417.8318811536,1098527.3689561512
2007-02-23,20109.537074997508,1076563.5619381992,1096673.0990131968
2007-02-26,20109.537074997508,1074678.995998756,1094788.5330737536
2007-02-27,20109.537074997508,1036746.7549962613,1056856.2920712589
2007-02-28,18211.518171221425,1038644.7739000395,1056856.292071261
2007-03-01,18211.518171221425,1034190.6567520654,1052402.1749232868
2007-03-02,18211.518171221425,1017965.7564924251,1036177.2746636465
2007-03-05,18211.518171221425,1001474.6055424667,1019686.1237136882
2007-03-06,18211.518171221425,1020153.6764777444,1038365.1946489657
2007-03-07,19232.453623213856,1017618.0656815507,1036850.5193047645
2007-03-08,19232.453623213856,1025505.8869259218,1044738.3405491356
2007-03-09,19232.453623213856,1027025.5348660097,1046257.9884892235
2007-03-12,19232.453623213856,1031177.3719317483,1050409.8255549623
2007-03-13,19160.352945924653,1009339.4203593459,1028499.7733052705
2007-03-14,19160.352945924653,1013928.4479804756,1033088.8009264002
2007-03-15,19160.352945924653,1020873.7439774844,1040034.096923409
2007-03-16,19160.352945924653,1017673.5974022105,1036833.9503481351
2007-03-19,19160.352945924653,1026989.1837906676,1046149.5367365922
2007-03-20,21158.166180916985,1031551.7786417999,1052709.944822717
2007-03-21,21158.166180916985,1048163.2205895802,1069321.3867704973
2007-03-22,22884.91458972578,1046880.2371103098,1069765.1517000354
2007-03-23,22884.91458972578,1049010.7217082344,1071895.63629796
2007-03-26,22884.91458972578,1048546.7973202639,1071431.7119099896
2007-03-27,22884.91458972578,1041937.4638297042,1064822.37841943
2007-03-28,22884.91458972578,1035381.1433552929,1058266.0579450186
2007-03-29,27639.457761965332,1030825.9251163817,1058465.382878347
2007-03-30,27639.457761965332,1033857.8963529918,1061497.3541149572
2007-04-02,29249.48779672984,1036170.888120491,1065420.375917221
2007-04-03,32075.420415095046,1042746.6186436327,1074822.0390587277
2007-04-04,32075.420415095046,1044546.3300862355,1076621.7505013305
2007-04-05,32075.420415095046,1048501.9535297446,1080577.3739448397
2007-04-09,32075.420415095046,1050694.698216498,1082770.118631593
2007-04-10,32075.420415095046,1052573.2035079172,1084648.6239230123
2007-04-11,32075.420415095046,1046084.3419612931,1078159.762376388
2007-04-12,32075.420415095046,1054023.4427161177,1086098.8631312128
2007-04-13,32075.420415095046,1058516.4341050074,1090591.8545201025
2007-04-16,32075.420415095046,1069323.7175226856,1101399.1379377807
2007-04-17,32075.420415095046,1069260.3132656442,1101335.7336807393
2007-04-18,32075.420415095046,1071587.9304496457,1103663.3508647408
2007-04-19,32075.420415095046,1067278.4249732164,1099353.8453883114
2007-04-20,34002.36556247681,1073619.116347116,1107621.4819095929
2007-04-23,36336.886820017986,1071030.411577033,1107367.2983970512
2007-04-24,36336.886820017986,1070784.5706785752,1107121.4574985933
2007-04-25,36336.886820017986,1079234.6975949593,1115571.5844149773
2007-04-26,36336.886820017986,1078221.1894861304,1114558.0763061484
2007-04-27,36336.886820017986,1075318.8117382948,1111655.6985583128
2007-04-30,6413.390615607598,1105242.3079427069,1111655.6985583145
2007-05-01,6413.390615607598,1107354.274279649,1113767.6648952565
2007-05-02,6413.390615607598,1116933.6469031519,1123347.0375187595
2007-05-03,6413.390615607598,1120933.651419526,1127347.0420351336
2007-05-04,6413.390615607598,1124340.232824478,1130753.6234400857
2007-05-07,6413.390615607598,1124953.2082181901,1131366.5988337977
2007-05-08,6413.390615607598,1122567.4400523105,1128980.830667918
2007-05-09,6413.390615607598,1125752.7502009636,1132166.1408165712
2007-05-10,6413.390615607598,1108160.2286424907,1114573.6192580983
2007-05-11,6413.390615607598,1118768.744724886,1125182.1353404936
2007-05-14,7302.071828270352,1113815.4400760678,1121117.5119043381
2007-05-15,7302.071828270352,1108908.8260476764,1116210.8978759467
2007-05-16,7302.071828270352,1116263.7441120867,1123565.815940357
2007-05-17,7302.071828270352,1115017.9420531194,1122320.0138813898
2007-05-18,7302.071828270352,1123436.450558145,1130738.5223864154
2007-05-21,7302.071828270352,1129719.816175557,1137021.8880038273
2007-05-22,7302.071828270352,1132290.514265024,1139592.5860932944
2007-05-23,7302.071828270352,1131728.3687781773,1139030.4406064476
2007-05-24,7302.071828270352,1116546.9707993856,1123849.042627656
2007-05-25,7302.071828270352,1123386.8901266204,1130688.9619548908
2007-05-29,7302.071828270352,1124911.7402123667,1132213.812040637
2007-05-30,7640.465824942229,1132887.7450865656,1140528.210911508
2007-05-31,10239.377680942081,1130288.8332305688,1140528.210911511
2007-06-01,16454.72028991923,1130036.4001489454,1146491.1204388647
2007-06-04,19103.533334143955,1130118.429556104,1149221.9628902478
2007-06-05,19103.533334143955,1123564.356085773,1142667.889419917
2007-06-06,19103.533334143955,1112580.0873615728,1131683.6206957167
2007-06-07,19103.533334143955,1090953.0524476422,1110056.5857817861
2007-06-08,19103.533334143955,1101648.4713788908,1120752.0047130347
2007-06-11,19103.533334143955,1102141.0072963256,1121244.5406304696
2007-06-12,19103.533334143955,1089360.818435723,1108464.351769867
2007-06-13,19103.533334143955,1103551.6838202134,1122655.2171543573
2007-06-14,19103.533334143955,1108676.4291927202,1127779.9625268641
2007-06-15,19103.533334143955,1117752.9523827976,1136856.4857169415
2007-06-18,19103.533334143955,1115773.719054785,1134877.252388929
2007-06-19,20200.323906250745,1116394.9436435588,1136595.2675498095
2007-06-20,20200.323906250745,1102454.7650570364,1122655.0889632872
2007-06-21,20200.323906250745,1109291.0590247763,1129491.382931027
2007-06-22,20200.323906250745,1099318.327245183,1119518.6511514338
2007-06-25,20200.323906250745,1092132.448487453,1112332.7723937037
2007-06-26,20200.323906250745,1086245.2187687976,1106445.5426750483
2007-06-27,20200.323906250745,1096794.0975220846,1116994.4214283354
2007-06-28,20200.323906250745,1097334.6593824953,1117534.983288746
2007-06-29,20200.323906250745,1096811.2154853542,1117011.539391605
2007-07-02,21390.82164304216,1107969.1369425934,1129359.9585856355
2007-07-03,21390.82164304216,1110487.0357540203,1131877.8573970625
2007-07-05,21390.82164304216,1112573.4243889097,1133964.2460319519
2007-07-06,21390.82164304216,1117247.2289995002,1138638.0506425423
2007-07-09,22684.55117805385,1116888.7483398719,1139573.2995179258
2007-07-10,22684.55117805385,1102215.3161216108,1124899.8672996648
2007-07-11,22684.55117805385,1105781.4668965957,1128466.0180746496
2007-07-12,23571.03897849446,1120054.2801316727,1143625.3191101672
2007-07-13,24032.310792159828,1123538.8097103091,1147571.120502469
2007-07-16,24032.310792159828,1118481.9203957322,1142514.231187892
2007-07-17,24032.310792159828,1117422.9037941303,1141455.21458629
2007-07-18,24032.310792159828,1115608.0724701884,1139640.3832623481
2007-07-19,24032.310792159828,1121939.6148343813,1145971.925626541
2007-07-20,24032.310792159828,1109094.0579278423,1133126.368720002
2007-07-23,24032.310792159828,1109109.9882221972,1133142.299014357
2007-07-24,24032.310792159828,1085892.9060782567,1109925.2168704164
2007-07-25,25744.555604493013,1084386.3363988972,1110130.8920033902
2007-07-26,25744.555604493013,1058096.6656530965,1083841.2212575895
2007-07-27,25744.555604493013,1041944.9893482155,1067689.5449527085
2007-07-30,25744.555604493013,1051346.637151165,1077091.192755658
2007-07-31,-340.50213150147283,1077431.6948871627,1077091.1927556612
2007-08-01,624.0526233105891,1075208.1457700524,1075832.198393363
2007-08-02,2882.230647985448,1076635.6933345112,1079517.9239824966
2007-08-03,3914.202504857018,1048463.1111686737,1052377.3136735307
2007-08-06,5275.770880328644,1058553.2113312648,1063828.9822115935
2007-08-07,5275.770880328644,1062901.8667136324,1068177.637593961
2007-08-08,5275.770880328644,1079239.6184472933,1084515.389327622
2007-08-09,6212.06005974218,1057648.188391134,1063860.248450876
2007-08-10,6212.06005974218,1058910.9725973406,1065123.0326570827
2007-08-13,6212.06005974218,1058181.910365006,1064393.970424748
2007-08-14,6212.06005974218,1039093.1232604457,1045305.1833201878
2007-08-15,6212.06005974218,1024027.3176180053,1030239.3776777475
2007-08-16,6212.06005974218,1024667.9899761856,1030880.0500359278
2007-08-17,6212.06005974218,1044449.9528740648,1050662.012933807
2007-08-20,6212.06005974218,1047105.0381680718,1053317.0982278138
2007-08-21,6956.361182967196,1048927.5249351943,1055883.8861181615
2007-08-22,7074.632029373427,1061171.174139092,1068245.8061684654
2007-08-23,7074.632029373427,1058441.7517629568,1065516.3837923303
2007-08-24,7074.632029373427,1068651.978582908,1075726.6106122814
2007-08-27,10543.859461665383,1056298.1530107786,1066842.012472444
2007-08-28,10543.859461665383,1035285.6203104592,1045829.4797721246
2007-08-29,10543.859461665383,1054068.2567943714,1064612.1162560368
2007-08-30,10543.859461665383,1050807.8869472693,1061351.7464089347
2007-08-31,12285.206151984845,1049066.540256948,1061351.7464089328
2007-09-04,12285.206151984845,1057283.0001831613,1069568.2063351462
2007-09-05,12285.206151984845,1046429.7985088986,1058715.0046608835
2007-09-06,11429.727004266619,1050876.5998716175,1062306.326875884
2007-09-07,12773.677710036742,1038490.9589627387,1051264.6366727755
2007-09-10,12773.677710036742,1034017.6147833194,1046791.2924933562
2007-09-11,12773.677710036742,1043803.4699055149,1056577.1476155515
2007-09-12,12773.677710036742,1041959.1354422453,1054732.813152282
2007-09-13,12773.677710036742,1045444.3654671033,1058218.04317714
2007-09-14,12773.677710036742,1047434.7097190697,1060208.3874291063
2007-09-17,13252.573818260784,1042090.2845561014,1055342.858374362
2007-09-18,13252.573818260784,1064426.355456602,1077678.9292748629
2007-09-19,13252.573818260784,1069813.4263735295,1083066.0001917903
2007-09-20,13252.573818260784,1063312.4694320718,1076565.0432503326
2007-09-21,13793.487131404087,1067129.9678749896,1080923.4550063936
2007-09-24,13793.487131404087,1063179.221572521,1076972.708703925
2007-09-25,15112.929441225191,1061328.7542794112,1076441.6837206364
2007-09-26,15112.929441225191,1064915.1258881914,1080028.0553294166
2007-09-27,15112.929441225191,1069440.0994519892,1084553.0288932144
2007-09-28,15112.929441225191,1067751.5622443503,1082864.4916855756
2007-10-01,25102.843325862705,1069080.5384064796,1094183.3817323423
2007-10-02,27577.596499507825,1069174.656301525,1096752.2528010327
2007-10-03,27577.596499507825,1065170.777973479,1092748.3744729867
2007-10-04,27577.596499507825,1066986.205665601,1094563.8021651087
2007-10-05,27577.596499507825,1077936.1182928293,1105513.714792337
2007-10-08,28647.38623661149,1073431.4537608244,1102078.839997436
2007-10-09,28647.38623661149,1079492.4801930469,1108139.8664296584
2007-10-10,29945.85051070224,1083795.4968378916,1113741.3473485939
2007-10-11,30695.775864105588,1078703.4524196289,1109399.2282837345
2007-10-12,30695.775864105588,1080258.798116629,1110954.5739807347
2007-10-15,29995.11748792622,1072505.9705455475,1102501.0880334738
2007-10-16,29995.11748792622,1066278.649470435,1096273.7669583613
