,cash,mv,nav
2008-11-05,2445917.082272779,-1135618.252982449,1310298.8292903302
2008-11-06,2445917.082272779,-1064681.8905851853,1381235.191687594
2008-11-07,2445917.082272779,-1095655.4613651366,1350261.6209076426
2008-11-10,2445298.017227019,-1068969.733582183,1376328.2836448362
2008-11-11,2444785.8478404083,-1031489.9297119033,1413295.9181285049
2008-11-12,2444785.8478404083,-962309.1532125156,1482476.6946278927
2008-11-13,2444785.8478404083,-1042176.1130089936,1402609.7348314147
2008-11-14,2443520.376719886,-982244.4817205991,1461275.8949992869
2008-11-17,2443339.2579297484,-956007.3444093941,1487331.9135203543
2008-11-18,2446236.4343657144,-956092.3920262523,1490144.042339462
2008-11-19,2444928.4635332674,-878907.5209246514,1566020.9426086158
2008-11-20,2444928.4635332674,-807703.3311689656,1637225.132364302
2008-11-21,2444899.3186571463,-863547.684936927,1581351.6337202191
2008-11-24,2444899.3186571463,-936608.8316944072,1508290.4869627391
2008-11-25,2444899.3186571463,-949306.9189924134,1495592.3996647329
2008-11-26,2444899.3186571463,-1001538.5974744859,1443360.7211826604
2008-11-28,2444899.3186571463,-1014164.0353573575,1430735.2832997888
2008-12-01,2444899.3186571463,-906280.5018107748,1538618.8168463716
2008-12-02,2444528.627824743,-948372.8760533498,1496155.751771393
2008-12-03,2444528.627824743,-972149.2391230621,1472379.3887016806
2008-12-04,2444528.627824743,-938645.3317031598,1505883.2961215829
2008-12-05,2444483.841510005,-980774.2972867453,1463709.5442232597
2008-12-08,2443175.1864237236,-1026794.3524577812,1416380.8339659423
2008-12-09,2443175.1864237236,-1006963.9509297255,1436211.235493998
2008-12-10,2443175.1864237236,-1035726.9501570399,1407448.2362666838
2008-12-11,2443175.1864237236,-995085.0922691763,1448090.0941545474
2008-12-12,2443175.1864237236,-1013954.9127059178,1429220.2737178057
2008-12-15,2443175.1864237236,-994035.4443213523,1449139.7421023713
2008-12-16,2443175.1864237236,-1058291.8191817303,1384883.3672419933
2008-12-17,2443175.1864237236,-1061427.7261133026,1381747.460310421
2008-12-18,2443175.1864237236,-1033820.991366257,1409354.1950574666
2008-12-19,2441901.921183976,-1042203.9397388161,1399697.9814451598
2008-12-22,2441901.921183976,-1014415.2134994712,1427486.7076845048
2008-12-23,2443504.9324605144,-1005392.2407322865,1438112.6917282278
2008-12-24,2444176.7044351203,-1010151.8772449607,1434024.8271901596
2008-12-26,2444176.7044351203,-1021500.1054615511,1422676.5989735692
2008-12-29,2444176.7044351203,-1011241.0042767395,1432935.700158381
2008-12-30,2444176.7044351203,-1043322.6760162339,1400854.0284188865
2008-12-31,2600617.390874287,-1199763.3624553978,1400854.0284188893
2009-01-02,2600553.0627713706,-1251918.4749207092,1348634.5878506615
2009-01-05,2600221.3839944084,-1266177.415349742,1334043.9686446665
2009-01-06,2601864.414220477,-1309116.9271839738,1292747.4870365032
2009-01-07,2601864.414220477,-1260498.074240186,1341366.339980291
2009-01-08,2601621.638394069,-1276925.5399378226,1324696.0984562463
2009-01-09,2601691.6268751933,-1242949.1965896103,1358742.430285583
2009-01-12,2601691.6268751933,-1191423.9149394517,1410267.7119357416
2009-01-13,2602414.3870372907,-1195367.72031613,1407046.6667211608
2009-01-14,2601458.383903319,-1140462.4759547224,1460995.9079485966
2009-01-15,2601458.383903319,-1150274.0255314733,1451184.3583718457
2009-01-16,2601458.383903319,-1168856.4396326109,1432601.9442707081
2009-01-20,2601458.383903319,-1087652.1956025134,1513806.1883008056
2009-01-21,2601458.383903319,-1143164.0549319915,1458294.3289713275
2009-01-22,2601458.383903319,-1114658.5059178097,1486799.8779855093
2009-01-23,2601458.383903319,-1129416.3750708953,1472042.0088324237
2009-01-26,2600523.481909661,-1139528.2846840126,1460995.1972256484
2009-01-27,2600523.481909661,-1154112.7950166354,1446410.6868930256
2009-01-28,2600523.481909661,-1202031.8908310388,1398491.5910786223
2009-01-29,2600523.481909661,-1152736.6589925378,1447786.8229171233
2009-01-30,2599989.2016052883,-1119594.155690254,1480395.0459150344
2009-02-02,2599989.2016052883,-1116997.6642460723,1482991.537359216
2009-02-03,2599989.2016052883,-1134059.8304598269,1465929.3711454615
2009-02-04,2599919.9414888667,-1130223.0185057314,1469696.9229831353
2009-02-05,2599919.9414888667,-1153918.150102523,1446001.7913863438
2009-02-06,2599919.9414888667,-1196349.518310785,1403570.4231780816
2009-02-09,2596670.909682319,-1196005.3355689503,1400665.5741133688
2009-02-10,2596670.909682319,-1130278.3854675586,1466392.5242147604
2009-02-11,2596220.7124421387,-1136179.4079097938,1460041.304532345
2009-02-12,2596220.7124421387,-1139103.8764843943,1457116.8359577444
2009-02-13,2596220.7124421387,-1130840.2592240188,1465380.45321812
2009-02-17,2596220.7124421387,-1066626.1258948746,1529594.5865472641
2009-02-18,2596220.7124421387,-1056569.6411566082,1539651.0712855305
2009-02-19,2596220.7124421387,-1035880.2870006117,1560340.425441527
2009-02-20,2596220.7124421387,-1023144.9919829599,1573075.7204591788
2009-02-23,2596220.7124421387,-979064.3158291653,1617156.3966129734
2009-02-24,2596220.7124421387,-1030741.9314585036,1565478.7809836352
2009-02-25,2596220.7124421387,-1015890.7341965365,1580329.9782456022
2009-02-26,2595978.1615510085,-1000792.1996845151,1595185.9618664933
2009-02-27,2595978.1615510085,-986085.3868818815,1609892.774669127
2009-03-02,2595978.1615510085,-921740.689531267,1674237.4720197413
2009-03-03,2595929.213229171,-914706.2668337495,1681222.9463954214
2009-03-04,2595895.5944569143,-951260.5633649495,1644635.0310919648
2009-03-05,2595895.5944569143,-901131.914033096,1694763.6804238183
2009-03-06,2595895.5944569143,-897500.5608873469,1698395.0335695674
2009-03-09,2595895.5944569143,-885399.8283444628,1710495.7661124514
2009-03-10,2595672.1995291742,-953261.1279949615,1642411.0715342127
2009-03-11,2595672.1995291742,-959604.6485404859,1636067.5509886884
2009-03-12,2595672.1995291742,-1007001.96564325,1588670.2338859243
2009-03-13,2595672.1995291742,-1014999.9467390956,1580672.2527900785
2009-03-16,2595672.1995291742,-1007431.4333597224,1588240.7661694519
2009-03-17,2595672.1995291742,-1045921.2989853113,1549750.900543863
2009-03-18,2595672.1995291742,-1079546.7735885708,1516125.4259406035
2009-03-19,2596455.7843306083,-1078154.2773696354,1518301.506960973
2009-03-20,2596455.7843306083,-1046023.3666762705,1550432.4176543378
2009-03-23,2596455.7843306083,-1131927.8480786511,1464527.9362519572
2009-03-24,2596455.7843306083,-1110456.0484946396,1485999.7358359687
2009-03-25,2596455.7843306083,-1120855.611118545,1475600.1732120633
2009-03-26,2596455.7843306083,-1164887.7413085802,1431568.0430220282
2009-03-27,2599430.4180051074,-1136029.615604151,1463400.8024009564
2009-03-30,2599347.2405468784,-1083173.213484898,1516174.0270619805
2009-03-31,2784707.0227027233,-1268532.995640744,1516174.0270619793
2009-04-01,2784707.0227027233,-1295121.387202277,1489585.6355004462
2009-04-02,2785990.415969653,-1356783.160424573,1429207.25554508
2009-04-03,2785990.415969653,-1383846.9767291194,1402143.4392405336
2009-04-06,2785503.5787369143,-1368172.456838683,1417331.1218982313
2009-04-07,2784662.1809343663,-1323641.5570983666,1461020.6238359998
2009-04-08,2784662.1809343663,-1348812.709653071,1435849.4712812954
2009-04-09,2784662.1809343663,-1426402.8568857089,1358259.3240486574
2009-04-13,2784662.1809343663,-1437818.1555140303,1346844.025420336
2009-04-14,2784662.1809343663,-1406642.5956841344,1378019.585250232
2009-04-15,2784662.1809343663,-1433689.5818413745,1350972.5990929918
2009-04-16,2784099.091229899,-1466739.4724938923,1317359.6187360066
2009-04-17,2784099.091229899,-1486353.8192524125,1297745.2719774863
2009-04-20,2785512.561004234,-1395446.7312132649,1390065.8297909691
2009-04-21,2785512.561004234,-1444713.420299996,1340799.140704238
2009-04-22,2785512.561004234,-1444880.1824054988,1340632.3785987352
2009-04-23,2785512.561004234,-1458600.3555441587,1326912.2054600753
2009-04-24,2785512.561004234,-1498504.0024949305,1287008.5585093035
2009-04-27,2785512.561004234,-1466021.4250518628,1319491.1359523712
2009-04-28,2785512.561004234,-1456104.4178224923,1329408.1431817417
2009-04-29,2785512.561004234,-1508485.2175217355,1277027.3434824985
2009-04-30,2329827.162336084,-1052799.8188535897,1277027.3434824944
2009-05-01,2329827.162336084,-1064962.3732187615,1264864.7891173225
2009-05-04,2329827.162336084,-1119376.943679627,1210450.218656457
2009-05-05,2329827.162336084,-1118998.4263668598,1210828.7359692242
2009-05-06,2329827.162336084,-1137867.5185389523,1191959.6437971317
2009-05-07,2329614.9657609616,-1109124.3714452025,1220490.5943157591
2009-05-08,2329614.9657609616,-1151052.3990312691,1178562.5667296925
2009-05-11,2329614.9657609616,-1124502.8013464082,1205112.1644145534
2009-05-12,2329614.9657609616,-1113378.9147135506,1216236.051047411
2009-05-13,2329614.9657609616,-1060479.9590353863,1269135.0067255753
2009-05-14,2329226.8880696725,-1078933.1188514829,1250293.7692181896
2009-05-15,2329226.8880696725,-1064311.776776252,1264915.1112934204
2009-05-18,2329226.8880696725,-1109914.886645482,1219312.0014241906
2009-05-19,2329226.8880696725,-1115833.263342961,1213393.6247267115
2009-05-20,2329226.8880696725,-1114745.9671852186,1214480.920884454
2009-05-21,2328814.7088360777,-1090374.4340683003,1238440.2747677774
2009-05-22,2328814.7088360777,-1089635.3592555732,1239179.3495805045
2009-05-26,2328814.7088360777,-1124946.3443350627,1203868.364501015
2009-05-27,2328814.7088360777,-1105577.3201790769,1223237.3886570008
2009-05-28,2328814.7088360777,-1122113.1941974415,1206701.5146386363
2009-05-29,2328324.086065777,-1142679.0709548616,1185645.0151109155
2009-06-01,2328324.086065777,-1188699.5661108044,1139624.5199549727
2009-06-02,2328066.7748579453,-1188326.7550705858,1139740.0197873595
2009-06-03,2328066.7748579453,-1157471.3956198427,1170595.3792381026
2009-06-04,2328066.7748579453,-1179059.038262918,1149007.7365950274
2009-06-05,2328066.7748579453,-1175264.8063326145,1152801.9685253308
2009-06-08,2328066.7748579453,-1167165.318407933,1160901.4564500123
2009-06-09,2328066.7748579453,-1178307.2670554868,1149759.5078024585
2009-06-10,2328066.7748579453,-1178138.67625579,1149928.0986021552
2009-06-11,2327970.9042963483,-1188038.8073601907,1139932.0969361577
2009-06-12,2327970.9042963483,-1183839.119695159,1144131.7846011894
2009-06-15,2327970.9042963483,-1145525.3778335021,1182445.5264628462
2009-06-16,2327970.9042963483,-1125133.1041814012,1202837.8001149471
2009-06-17,2327970.9042963483,-1118050.248868131,1209920.6554282173
2009-06-18,2327970.9042963483,-1123168.1509161869,1204802.7533801615
2009-06-19,2327970.9042963483,-1129748.722217529,1198222.1820788193
2009-06-22,2327970.9042963483,-1080530.1999762997,1247440.7043200487
2009-06-23,2327970.9042963483,-1082909.8832462074,1245061.021050141
2009-06-24,2327970.9042963483,-1096880.8560631627,1231090.0482331857
2009-06-25,2327970.9042963483,-1124220.9070270048,1203749.9972693436
2009-06-26,2327970.9042963483,-1125739.280426376,1202231.6238699723
2009-06-29,2327970.9042963483,-1133055.2194062031,1194915.6848901452
2009-06-30,2033304.0495246153,-838388.3646344688,1194915.6848901464
2009-07-01,2031757.894560131,-845971.1471010286,1185786.7474591024
2009-07-02,2031370.1111994903,-817300.9231654746,1214069.1880340157
2009-07-06,2031370.1111994903,-811040.6850770782,1220329.426122412
2009-07-07,2031076.283442648,-790995.5967961387,1240080.6866465092
2009-07-08,2031076.283442648,-784146.7641950662,1246929.5192475817
2009-07-09,2031076.283442648,-792233.6212024859,1238842.662240162
2009-07-10,2031076.283442648,-789279.8491647353,1241796.4342779126
2009-07-13,2031076.283442648,-808192.4252069909,1222883.858235657
2009-07-14,2031076.283442648,-816892.5036438064,1214183.7797988416
2009-07-15,2031076.283442648,-846922.4189799113,1184153.8644627365
2009-07-16,2031076.283442648,-857434.1581979039,1173642.1252447441
2009-07-17,2031076.283442648,-855953.0731029834,1175123.2103396645
2009-07-20,2031076.283442648,-874197.4066523592,1156878.8767902888
2009-07-21,2030967.7937372061,-873835.6774178128,1157132.1163193933
2009-07-22,2030818.657752221,-876211.5770299336,1154607.0807222873
2009-07-23,2030818.657752221,-902182.0168272367,1128636.6409249841
2009-07-24,2032097.5302497207,-912143.1483669288,1119954.3818827919
2009-07-27,2032097.5302497207,-919204.5641266629,1112892.9661230578
2009-07-28,2032097.5302497207,-915008.2963112259,1117089.2339384947
2009-07-29,2032097.5302497207,-903775.4737120516,1128322.0565376692
2009-07-30,2032097.5302497207,-920575.4213652947,1111522.1088844258
2009-07-31,1756997.1882263904,-645475.0793419642,1111522.1088844263
2009-08-03,1754453.369873949,-660224.3006200537,1094229.0692538954
2009-08-04,1754453.369873949,-666156.8949808341,1088296.474893115
2009-08-05,1754453.369873949,-668116.5640030298,1086336.8058709193
2009-08-06,1754453.369873949,-663697.3135937286,1090756.0562802204
2009-08-07,1754453.369873949,-677949.0734418229,1076504.2964321263
2009-08-10,1754453.369873949,-677922.420249848,1076530.9496241012
2009-08-11,1754453.369873949,-664379.4553326478,1090073.9145413013
2009-08-12,1754453.369873949,-675504.2512691352,1078949.118604814
2009-08-13,1754453.369873949,-683504.8879106892,1070948.4819632599
2009-08-14,1754453.369873949,-673549.7852571596,1080903.5846167896
2009-08-17,1754191.037834973,-650372.4288549992,1103818.608979974
2009-08-18,1754191.037834973,-661261.3017968788,1092929.7360380944
2009-08-19,1753348.7849807995,-665530.2715094009,1087818.5134713985
2009-08-20,1753348.7849807995,-674569.1748216203,1078779.6101591792
2009-08-21,1753348.7849807995,-690334.660802864,1063014.1241779355
2009-08-24,1752516.329981475,-688748.5994375227,1063767.7305439522
2009-08-25,1752516.329981475,-690960.8067942703,1061555.5231872047
2009-08-26,1752516.329981475,-691585.7685652648,1060930.5614162101
2009-08-27,1752516.329981475,-695196.4982683761,1057319.8317130988
2009-08-28,1752516.329981475,-697963.9591785426,1054552.3708029324
2009-08-31,1665002.7090823867,-610450.3382794521,1054552.3708029347
2009-09-01,1665002.7090823867,-594177.1034587726,1070825.605623614
2009-09-02,1664673.252171208,-589333.2282943588,1075340.023876849
2009-09-03,1664673.252171208,-597009.586487423,1067663.665683785
2009-09-04,1664673.252171208,-607376.9913378968,1057296.2608333111
2009-09-08,1664673.252171208,-618504.4345695055,1046168.8176017024
2009-09-09,1664673.252171208,-626429.5907153533,1038243.6614558547
2009-09-10,1664673.252171208,-636994.8566246458,1027678.3955465622
2009-09-11,1664673.252171208,-639397.9112352625,1025275.3409359454
2009-09-14,1664673.252171208,-646722.8295161034,1017950.4226551045
2009-09-15,1664486.7408843096,-653441.7444336825,1011044.9964506271
2009-09-16,1664486.7408843096,-668692.0716662708,995794.6692180388
2009-09-17,1664486.7408843096,-663560.0498241079,1000926.6910602017
2009-09-18,1664486.7408843096,-664717.1241335076,999769.616750802
2009-09-21,1664486.7408843096,-659320.9065533591,1005165.8343309505
2009-09-22,1664486.7408843096,-667994.27790128,996492.4629830297
2009-09-23,1664486.7408843096,-657565.5576015449,1006921.1832827647
2009-09-24,1664486.7408843096,-644540.0899552823,1019946.6509290274
2009-09-25,1664486.7408843096,-640566.1746372018,1023920.5662471078
2009-09-28,1664486.7408843096,-652495.8687427628,1011990.8721415468
2009-09-29,1664486.7408843096,-652139.3849180222,1012347.3559662874
2009-09-30,1091336.470409992,-78989.1144437044,1012347.3559662875
2009-10-01,1091336.470409992,-77855.21327767195,1013481.25713232
2009-10-02,1091336.470409992,-75739.56112833491,1015596.909281657
2009-10-05,1091336.470409992,-75966.00264747681,1015370.4677625151
2009-10-06,1091336.470409992,-75464.2264219876,1015872.2439880043
2009-10-07,1091336.470409992,-76057.55422335424,1015278.9161866377
2009-10-08,1091336.470409992,-79420.67144163896,1011915.798968353
2009-10-09,1091336.470409992,-79196.04876710857,1012140.4216428833
2009-10-12,1091336.470409992,-78945.84085837954,1012390.6295516124
2009-10-13,1091336.470409992,-77446.0058289254,1013890.4645810665
2009-10-14,1091336.470409992,-78584.78512601243,1012751.6852839795
2009-10-15,1091336.470409992,-82011.8416004382,1009324.6288095537
2009-10-16,1093283.920526518,-83580.43309169292,1009703.4874348252
2009-10-19,1093283.920526518,-83689.23881510322,1009594.6817114148
2009-10-20,1093283.920526518,-82025.93895028842,1011257.9815762296
2009-10-21,1094481.2013985508,-82793.39696400946,1011687.8044345413
2009-10-22,1094481.2013985508,-86366.90650365007,1008114.2948949006
2009-10-23,1094481.2013985508,-83949.78366290775,1010531.417735643
2009-10-26,1094990.1258007025,-81988.27438120882,1013001.8514194937
2009-10-27,1094990.1258007025,-83396.67703340546,1011593.448767297
2009-10-28,1094990.1258007025,-82639.60069466366,1012350.5251060388
2009-10-29,1094990.1258007025,-84651.71212757446,1010338.413673128
2009-10-30,1094990.1258007025,-81354.97910589013,1013635.1466948123
2009-11-02,1094990.1258007025,-79007.9027744964,1015982.2230262061
2009-11-03,1094921.5905054328,-79830.89084368829,1015090.6996617445
2009-11-04,1097395.2591829698,-81347.00679572445,1016048.2523872454
2009-11-05,1097395.2591829698,-84104.87797056112,1013290.3812124087
2009-11-06,1097395.2591829698,-83822.63127563182,1013572.627907338
2009-11-09,1096221.6963160015,-85078.19399385904,1011143.5023221425
2009-11-10,1096221.6963160015,-83733.59870050504,1012488.0976154965
2009-11-11,1096221.6963160015,-84750.09021516258,1011471.6061008389
2009-11-12,1096221.6963160015,-82702.73607283275,1013518.9602431688
2009-11-13,1096221.6963160015,-82197.01843287305,1014024.6778831284
2009-11-16,1096068.6656598658,-83757.98082830638,1012310.6848315594
2009-11-17,1096068.6656598658,-83665.92343287343,1012402.7422269924
2009-11-18,1096068.6656598658,-85697.95394931984,1010370.7117105459
2009-11-19,1096068.6656598658,-83039.10413992814,1013029.5615199377
2009-11-20,1097414.1249347704,-84217.48588227626,1013196.6390524942
2009-11-23,1097414.1249347704,-84707.47745993233,1012706.6474748381
2009-11-24,1097414.1249347704,-85534.83098218244,1011879.293952588
2009-11-25,1097414.1249347704,-85554.06787388276,1011860.0570608877
2009-11-27,1097414.1249347704,-84472.0126709358,1012942.1122638346
2009-11-30,291734.73202868825,721207.3802351459,1012942.1122638341
2009-12-01,291734.73202868825,734979.9885212223,1026714.7205499106
2009-12-02,291734.73202868825,738825.7040352352,1030560.4360639234
2009-12-03,291734.73202868825,731193.3626864013,1022928.0947150895
2009-12-04,291734.73202868825,735890.3517042693,1027625.0837329575
2009-12-07,291734.73202868825,734060.8223875001,1025795.5544161883
2009-12-08,291734.73202868825,725405.6330295487,1017140.365058237
2009-12-09,291734.73202868825,727333.0707878405,1019067.8028165288
2009-12-10,291734.73202868825,732107.2150444096,1023841.9470730978
2009-12-11,291734.73202868825,734077.4391569318,1025812.1711856201
2009-12-14,291734.73202868825,744157.9133038537,1035892.645332542
2009-12-15,291734.73202868825,741268.5049754976,1033003.2370041858
2009-12-16,291734.73202868825,744449.0064705976,1036183.7384992859
2009-12-17,291734.73202868825,734279.2678605914,1026013.9998892797
2009-12-18,291734.73202868825,737416.3498456317,1029151.08187432
2009-12-21,291734.73202868825,745959.4584695364,1037694.1904982247
2009-12-22,291734.73202868825,749701.810724361,1041436.5427530492
2009-12-23,292643.30012658617,755096.7031897403,1047740.0033163265
2009-12-24,292643.30012658617,759136.6775793257,1051779.977705912
2009-12-28,292643.30012658617,758093.1717482972,1050736.4718748834
2009-12-29,292643.30012658617,754633.1688456474,1047276.4689722336
2009-12-30,292643.30012658617,755758.5694415189,1048401.8695681051
2009-12-31,281617.32211440307,766784.5474537045,1048401.8695681076
2010-01-04,283001.2230198301,779504.1449888535,1062505.3680086837
2010-01-05,283001.2230198301,784502.1727963403,1067503.3958161704
2010-01-06,282918.84525932244,788295.8085109014,1071214.6537702237
2010-01-07,282918.84525932244,789468.8009174879,1072387.6461768104
2010-01-08,282918.84525932244,794070.60660429,1076989.4518636125
2010-01-11,282918.84525932244,794794.9726602681,1077713.8179195905
2010-01-12,282918.84525932244,783357.2793058372,1066276.1245651597
2010-01-13,282918.84525932244,791051.8954504946,1073970.740709817
2010-01-14,282807.4020846824,790930.2726046735,1073737.674689356
2010-01-15,282807.4020846824,780564.1662168851,1063371.5683015676
2010-01-19,282807.4020846824,790776.7986767427,1073584.200761425
2010-01-20,283705.79834531504,778776.8648265507,1062482.6631718657
2010-01-21,283850.15047973196,763215.7653179764,1047065.9157977083
2010-01-22,283850.15047973196,745852.7459206379,1029702.8964003698
2010-01-25,283850.15047973196,749192.6806288772,1033042.8311086092
2010-01-26,283850.15047973196,746086.8519159313,1029937.0023956633
2010-01-27,284392.28299591376,745307.5864794714,1029699.8694753852
2010-01-28,284392.28299591376,735045.2325276167,1019437.5155235304
2010-01-29,284392.28299591376,723921.0729659839,1008313.3559618976
2010-02-01,284392.28299591376,739647.8023930702,1024040.085388984
2010-02-02,284392.28299591376,750808.7913860669,1035201.0743819807
2010-02-03,284392.28299591376,746443.9287069851,1030836.2117028988
2010-02-04,284392.28299591376,718671.9431192859,1003064.2261151996
2010-02-05,284392.28299591376,719880.3769596315,1004272.6599555452
2010-02-08,283747.3769100736,715435.3698264605,999182.7467365342
2010-02-09,283747.3769100736,727504.6342191155,1011252.011129189
2010-02-10,283747.3769100736,725871.1325306272,1009618.5094407008
2010-02-11,283747.3769100736,737840.8567830927,1021588.2336931664
2010-02-12,283747.3769100736,738443.927696408,1022191.3046064817
2010-02-16,284946.3438297671,752908.8651698555,1037855.2089996226
2010-02-17,284946.3438297671,756796.8709931285,1041743.2148228956
2010-02-18,284946.3438297671,761620.9783548596,1046567.3221846267
2010-02-19,284946.3438297671,764170.3441531498,1049116.6879829168
2010-02-22,284946.3438297671,762352.0580839156,1047298.4019136827
2010-02-23,284946.3438297671,750848.4868207176,1035794.8306504847
2010-02-24,284946.3438297671,755993.4248528801,1040939.7686826471
2010-02-25,284946.3438297671,756888.1404313352,1041834.4842611023
2010-02-26,285121.85118231014,758104.8240905261,1043226.6752728362
2010-03-01,285121.85118231014,770404.1850504025,1055526.0362327127
2010-03-02,285121.85118231014,774477.662222435,1059599.5134047451
2010-03-03,285121.85118231014,776894.0275078053,1062015.8786901154
2010-03-04,285008.4739722511,779345.7164409636,1064354.1904132147
2010-03-05,285008.4739722511,792403.7017568406,1077412.1757290917
2010-03-08,285008.4739722511,793384.1888475402,1078392.6628197914
2010-03-09,285008.4739722511,794246.3385709805,1079254.8125432315
2010-03-10,285008.4739722511,798459.0412308158,1083467.5152030669
2010-03-11,285008.4739722511,799985.4093070696,1084993.8832793208
2010-03-12,285008.4739722511,800328.1426413214,1085336.6166135725
2010-03-15,286051.5637271216,796817.7022207624,1082869.265947884
2010-03-16,286051.5637271216,804456.4136532485,1090507.97738037
2010-03-17,286051.5637271216,809231.029934303,1095282.5936614247
2010-03-18,286051.5637271216,805465.3492498898,1091516.9129770114
2010-03-19,286051.5637271216,797477.125509911,1083528.6892370326
2010-03-22,286051.5637271216,804089.6024193523,1090141.166146474
2010-03-23,286051.5637271216,811212.1162521283,1097263.6799792498
2010-03-24,286051.5637271216,803845.798742857,1089897.3624699786
2010-03-25,286051.5637271216,798871.3476446327,1084922.9113717542
2010-03-26,286051.5637271216,801012.1401771846,1087063.7039043063
2010-03-29,286051.5637271216,808289.142611843,1094340.7063389646
2010-03-30,286051.5637271216,807399.7088209221,1093451.2725480436
2010-03-31,148268.0772830165,945183.1952650275,1093451.2725480439
2010-04-01,148223.01803520034,955580.6977305355,1103803.7157657358
2010-04-05,148689.16907099294,967970.8385785883,1116660.0076495812
2010-04-06,148689.16907099294,970800.0117954892,1119489.1808664822
2010-04-07,148689.16907099294,964850.8079780737,1113539.9770490667
2010-04-08,148732.84325402408,965996.0542400436,1114728.8974940677
2010-04-09,148732.84325402408,973280.3313077069,1122013.174561731
2010-04-12,149620.61384834914,973567.0085097258,1123187.6223580749
2010-04-13,149620.61384834914,974540.549511956,1124161.1633603051
2010-04-14,149620.61384834914,989097.3892931823,1138718.0031415315
2010-04-15,149620.61384834914,988682.0359218656,1138302.6497702147
2010-04-16,150520.16552815208,970461.7411704843,1120981.9066986365
2010-04-19,150520.16552815208,969113.1872823873,1119633.3528105393
2010-04-20,150520.16552815208,981102.7725364732,1131622.9380646253
2010-04-21,150520.16552815208,981459.8759233999,1131980.041451552
2010-04-22,150520.16552815208,988064.9912693228,1138585.156797475
2010-04-23,150520.16552815208,996824.6322877861,1147344.7978159382
2010-04-26,150520.16552815208,994890.5795590822,1145410.7450872343
2010-04-27,150520.16552815208,967800.8399050426,1118321.0054331946
2010-04-28,150520.16552815208,972700.2417651048,1123220.4072932568
2010-04-29,151604.10949550208,986486.045702442,1138090.155197944
2010-04-30,132362.11119464724,1005728.0440032986,1138090.155197946
2010-05-03,132055.24164658107,1020474.1431448866,1152529.3847914676
2010-05-04,132055.24164658107,990822.7082399251,1122877.9498865062
2010-05-05,132055.24164658107,981142.2047396592,1113197.4463862402
2010-05-06,132055.24164658107,945791.541441292,1077846.7830878731
2010-05-07,132055.24164658107,929866.5681893262,1061921.8098359073
2010-05-10,131840.2145457581,977831.0881878986,1109671.3027336567
2010-05-11,131840.2145457581,976181.2625745068,1108021.477120265
2010-05-12,131840.2145457581,994246.7052526801,1126086.9197984382
2010-05-13,131840.2145457581,981269.6876153216,1113109.9021610797
2010-05-14,131840.2145457581,960113.9123150752,1091954.1268608333
2010-05-17,131757.9207673351,959728.6500350351,1091486.57080237
2010-05-18,131757.9207673351,944192.6379858934,1075950.5587532285
2010-05-19,131757.9207673351,935639.8650197878,1067397.7857871228
2010-05-20,131757.9207673351,896413.9698264538,1028171.8905937889
2010-05-21,131757.9207673351,912679.6990900928,1044437.6198574279
2010-05-24,131757.9207673351,901473.7434763613,1033231.6642436964
2010-05-25,131757.9207673351,901881.1583601304,1033639.0791274655
2010-05-26,131757.9207673351,900210.5635190663,1031968.4842864014
2010-05-27,131757.9207673351,936689.9630920824,1068447.8838594174
2010-05-28,131757.9207673351,925199.9956315735,1056957.9163989085
2010-06-01,131757.9207673351,903216.9104454418,1034974.831212777
2010-06-02,131757.9207673351,929030.2745920013,1060788.1953593364
2010-06-03,131757.9207673351,934488.7267455921,1066246.6475129272
2010-06-04,131757.9207673351,897052.0182781647,1028809.9390454998
2010-06-07,131757.9207673351,881011.9140775639,1012769.834844899
2010-06-08,131757.9207673351,888898.1182714564,1020656.0390387916
2010-06-09,131757.9207673351,888118.3315559074,1019876.2523232425
2010-06-10,131757.9207673351,918493.8588292355,1050251.7795965706
2010-06-11,131757.9207673351,925187.7333111372,1056945.6540784724
2010-06-14,131757.9207673351,927017.4614168507,1058775.3821841858
2010-06-15,131757.9207673351,951571.3908604502,1083329.3116277852
2010-06-16,131757.9207673351,948833.5807848063,1080591.5015521413
2010-06-17,131757.9207673351,948487.2055889954,1080245.1263563305
2010-06-18,131757.9207673351,949012.1344129763,1080770.0551803114
2010-06-21,131757.9207673351,944393.92058029,1076151.841347625
2010-06-22,131757.9207673351,926216.2610217613,1057974.1817890964
2010-06-23,131757.9207673351,925095.8797049982,1056853.8004723333
2010-06-24,131757.9207673351,908506.6618861126,1040264.5826534478
2010-06-25,131757.9207673351,916583.1974068104,1048341.1181741455
2010-06-28,132837.88929504057,911367.6913045712,1044205.5805996119
2010-06-29,132837.88929504057,878869.6233765313,1011707.5126715719
2010-06-30,533941.0665749856,477766.44609658886,1011707.5126715745
2010-07-01,533520.2820570361,475910.5708252283,1009430.8528822644
2010-07-02,533520.2820570361,471495.51825768844,1005015.8003147244
2010-07-06,533809.8183672379,471491.9535013551,1005301.7718685931
2010-07-07,533643.6527845351,489248.98623620835,1022892.6390207434
2010-07-08,533817.324138436,492818.30875927117,1026635.6328977072
2010-07-09,533817.324138436,498311.7946805063,1032129.1188189422
2010-07-12,533781.9964498089,496132.067137885,1029914.063587694
2010-07-13,534539.8060282824,505872.8496175185,1040412.6556458009
